comment,clean_comment,label,platform,timestamp
"Masih banyak peluang ,asal para produsen skincare tahu market karena warna kulit di Indonesia begitu beragam , dan tahu bagaimana membangun brand produk",masih banyak peluang asal para produsen skincare tahu market karena warna kulit di indonesia begitu beragam  dan tahu bagaimana membangun brand produk,netral,X (Twitter),2026-03-27 15:54:03
"Betul .
Aku pernah ngalemin waktu remaja, pengen segala macam brand skincare sampe berasumsi yang mahal makin bagus,rapi di kemudian hari wajah aku jadi makin gampang jerawatan dan flek ga ilang ilang,pakai skincare apapun berasa nggak cocok.
Sampai akhirnya aku berhenti enggak pakek ,cuman pakek basicnya aja sabun cuci muka,pelembab dan sunscreen dan sekarang kulit aku membaik .
Sekarang udh ga berani coba coba nyembuhinnya susah banget.","betul 
aku pernah ngalemin waktu remaja pengen segala macam brand skincare sampe berasumsi yang mahal makin bagusrapi di kemudian hari wajah aku jadi makin gampang jerawatan dan flek ga ilang ilangpakai skincare apapun berasa nggak cocok
sampai akhirnya aku berhenti enggak pakek cuman pakek basicnya aja sabun cuci mukapelembab dan sunscreen dan sekarang kulit aku membaik 
sekarang udh ga berani coba coba nyembuhinnya susah banget",positif,TikTok,2026-04-11 22:16:03
malah jualan,malah jualan,netral,TikTok,2026-04-13 05:32:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,TikTok,2026-03-30 02:40:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,X (Twitter),2026-03-25 04:28:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-04-06 14:08:03
"ka meissie bikin slime pakai clay 
clay satu bungkus 
air 4 sendok dikit dikit aja 
sabun batang atau cair 
lalu aduk","ka meissie bikin slime pakai clay 
clay satu bungkus 
air 4 sendok dikit dikit aja 
sabun batang atau cair 
lalu aduk",netral,X (Twitter),2026-04-10 20:05:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,Instagram,2026-04-14 21:03:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,Instagram,2026-04-07 17:57:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,Instagram,2026-04-16 07:38:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-04-12 17:13:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-04-03 07:23:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,Instagram,2026-03-27 05:41:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,TikTok,2026-04-07 13:22:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,Instagram,2026-03-25 23:31:03
"Aku pakek body lotion nya newlab bagus bgt, secinta itu❤",aku pakek body lotion nya newlab bagus bgt secinta itu,positif,TikTok,2026-03-20 22:34:03
kak itu beli activator nya dimana,kak itu beli activator nya dimana,netral,X (Twitter),2026-04-08 04:39:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,X (Twitter),2026-03-21 03:46:03
dok  skincare buat kulit yg beruntusan  apa,dok  skincare buat kulit yg beruntusan  apa,netral,X (Twitter),2026-04-08 23:08:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,TikTok,2026-04-16 08:03:03
jadi vitamin e ga boleh ya buat yg lg jerawatan,jadi vitamin e ga boleh ya buat yg lg jerawatan,netral,Instagram,2026-03-24 09:58:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,TikTok,2026-04-04 01:21:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,TikTok,2026-04-07 07:51:03
dokk kalo semua itu di pakai boleh ga sii,dokk kalo semua itu di pakai boleh ga sii,netral,X (Twitter),2026-04-04 20:27:03
"Saya pribadi pernah jadi korban hn 110k perpaket 🤣. Dulu make 3 paket padahal ga mutus, pas pake paket ke 3 langsung muncul jerawat batu segede gaban, ada kali kalo 11an di muka. Saya berhenti dan ke klinik untuk pengobatan dan uedann gaes abisnya banyak 😭. Setelah itu muka jadi sensitif dan gampang banget jerawatan, keluar kena debu langsung jerawatan. Alhamdulillah sekarang udah gapernah nyentuh krim ebel"" lagi, jerawat sembuh karna cuci muka pake rebusan sirih dan pake mousturizer beli di alpamaret pake sunscreen udah jrengg lah lumayan jerawat kecil"" karna hormon aja pas pms. Buat yang mau coba coba yang ebel"" gapapa, tapi siapin duitnya dulu yang banyak buat berobat ke klinik 🤣",saya pribadi pernah jadi korban hn 110k perpaket  dulu make 3 paket padahal ga mutus pas pake paket ke 3 langsung muncul jerawat batu segede gaban ada kali kalo 11an di muka saya berhenti dan ke klinik untuk pengobatan dan uedann gaes abisnya banyak  setelah itu muka jadi sensitif dan gampang banget jerawatan keluar kena debu langsung jerawatan alhamdulillah sekarang udah gapernah nyentuh krim ebel lagi jerawat sembuh karna cuci muka pake rebusan sirih dan pake mousturizer beli di alpamaret pake sunscreen udah jrengg lah lumayan jerawat kecil karna hormon aja pas pms buat yang mau coba coba yang ebel gapapa tapi siapin duitnya dulu yang banyak buat berobat ke klinik ,netral,TikTok,2026-03-26 14:25:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,Instagram,2026-04-03 02:07:03
untuk kulit kering atau yg bintik hitam dong dok ,untuk kulit kering atau yg bintik hitam dong dok ,netral,TikTok,2026-04-18 09:49:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,Instagram,2026-04-09 14:53:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,X (Twitter),2026-04-02 18:53:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,Instagram,2026-04-06 04:54:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,X (Twitter),2026-03-30 17:23:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,Instagram,2026-03-23 17:10:03
Nahda skincare dong dokkkk tolong,nahda skincare dong dokkkk tolong,netral,X (Twitter),2026-03-21 21:01:03
Udah tua jadi ya kluar flek nya.banyak produk yg lebih jahat.padahal docter Ricard yg selalu memberikan edukasi knpa dia jadi tersangka.sia yg baik malah jadi tersangka.ini KRNA wanita jahat dan manipulatif,udah tua jadi ya kluar flek nyabanyak produk yg lebih jahatpadahal docter ricard yg selalu memberikan edukasi knpa dia jadi tersangkasia yg baik malah jadi tersangkaini krna wanita jahat dan manipulatif,netral,X (Twitter),2026-04-04 20:56:03
komisi yang tidak sombong bikin slime lagi dong pakai krim dijamin gak bakal gagal pakai sabun cair sama air bakal jadi aku juga bikin,komisi yang tidak sombong bikin slime lagi dong pakai krim dijamin gak bakal gagal pakai sabun cair sama air bakal jadi aku juga bikin,netral,TikTok,2026-03-22 22:04:03
kenapa ya selalu ada yang dijatohin di setiap podcast,kenapa ya selalu ada yang dijatohin di setiap podcast,netral,TikTok,2026-03-25 01:37:03
knp org gila2 op. menyakiti diri sndr. mndg perawatan aja. naudzubillah minzalik,knp org gila2 op menyakiti diri sndr mndg perawatan aja naudzubillah minzalik,netral,Instagram,2026-03-22 08:47:03
"Thks info nya,, karena cewek indo rata rata insecure sama keadaan nya",thks info nya karena cewek indo rata rata insecure sama keadaan nya,netral,Instagram,2026-04-16 22:21:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,X (Twitter),2026-04-08 17:57:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,TikTok,2026-04-19 09:49:03
pingin buat tapi gaada bahanya,pingin buat tapi gaada bahanya,netral,TikTok,2026-03-26 12:57:03
SUV skin sama Oshin aman gk Dok?,suv skin sama oshin aman gk dok,netral,Instagram,2026-04-14 16:57:03
banyakin konten gini yahh bu dok,banyakin konten gini yahh bu dok,netral,Instagram,2026-04-05 23:46:03
kak ibu ku juga punya 2 yang satunya sama kayak punya kakak warna pink muda sama warna pink tua,kak ibu ku juga punya 2 yang satunya sama kayak punya kakak warna pink muda sama warna pink tua,netral,Instagram,2026-03-28 11:34:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,X (Twitter),2026-04-17 04:56:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-04-09 14:32:03
Malah sekarang bpom ikut musuhin pliss. Bau2 disogok owner skincare,malah sekarang bpom ikut musuhin pliss bau2 disogok owner skincare,netral,TikTok,2026-03-30 18:48:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,X (Twitter),2026-03-26 00:43:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-04-12 23:25:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,TikTok,2026-04-07 21:58:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,TikTok,2026-03-24 13:40:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,TikTok,2026-03-24 15:27:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,Instagram,2026-04-10 20:32:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,Instagram,2026-03-25 03:15:03
"Sempet pengen beli scarlet, tapi saya nyari yg produknya dibuat dengan menerapkan fair trade dan organic, Alhamdulillah ga kemakan endorse dan masih setia sama produk2 alami dari ukm Bali 🥰",sempet pengen beli scarlet tapi saya nyari yg produknya dibuat dengan menerapkan fair trade dan organic alhamdulillah ga kemakan endorse dan masih setia sama produk2 alami dari ukm bali ,netral,X (Twitter),2026-04-14 15:49:03
Segitunya bisnis.... BPOM sekalian dibubarin saja kalau para pebisnis saling menyerang kek begini,segitunya bisnis bpom sekalian dibubarin saja kalau para pebisnis saling menyerang kek begini,netral,X (Twitter),2026-04-18 04:29:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,Instagram,2026-04-18 04:46:03
"bukannya pernah ada dibahas doktif bisnis juga, itu kim hwat yg dibayar buat promosiin,? pernahlihat kim hwat buka-bukaan soal doktif, dipodcastsiapa gitu.. ini persaingan bisnis bukan sih , at the end?",bukannya pernah ada dibahas doktif bisnis juga itu kim hwat yg dibayar buat promosiin pernahlihat kim hwat bukabukaan soal doktif dipodcastsiapa gitu ini persaingan bisnis bukan sih  at the end,netral,TikTok,2026-04-04 11:50:03
hallo kak,hallo kak,netral,Instagram,2026-03-26 09:43:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,Instagram,2026-04-01 21:29:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,Instagram,2026-03-21 05:55:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,Instagram,2026-04-01 19:34:03
baru tau doong,baru tau doong,netral,X (Twitter),2026-03-23 09:13:03
Buzzer😂😂,buzzer,netral,Instagram,2026-04-08 15:17:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,TikTok,2026-03-20 21:21:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-04-12 16:20:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,X (Twitter),2026-03-26 08:52:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,TikTok,2026-04-10 06:41:03
pas kak meissie bilang tut tut tut gemesin dan lucu banget,pas kak meissie bilang tut tut tut gemesin dan lucu banget,positif,Instagram,2026-04-05 16:18:03
kak buat slime yang susah dong,kak buat slime yang susah dong,netral,TikTok,2026-04-09 03:41:03
Undang dr incognito plisss,undang dr incognito plisss,netral,Instagram,2026-03-24 08:39:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,X (Twitter),2026-04-06 20:18:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-04-19 22:21:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,X (Twitter),2026-04-04 08:14:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,TikTok,2026-03-21 17:06:03
tapi aku like,tapi aku like,netral,X (Twitter),2026-03-25 21:45:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,Instagram,2026-04-12 07:25:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,Instagram,2026-03-25 08:36:03
 tut tut tut  lucuu ihh , tut tut tut  lucuu ihh ,positif,Instagram,2026-04-04 23:25:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,Instagram,2026-04-14 17:46:03
BPOM GAK BECUS,bpom gak becus,netral,TikTok,2026-04-19 11:49:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,Instagram,2026-03-24 01:08:03
muka glowing kaki burik,muka glowing kaki burik,netral,TikTok,2026-04-10 09:58:03
"Hai kalian semua...syukuri pemberian Tuhan Mu.
Rawat dengan baik jangan kau rusak dengan ambisimu ingin terlihat kinclong eh malah zonk","hai kalian semuasyukuri pemberian tuhan mu
rawat dengan baik jangan kau rusak dengan ambisimu ingin terlihat kinclong eh malah zonk",netral,Instagram,2026-04-05 01:16:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,X (Twitter),2026-04-05 09:47:03
"iyepling yg mmbuat wajah dia jerawatn krna faktor stersspkerjaan bnyk klo faktor2 lain kyknya dia bisa hindari 
bgi orng2  yg gk paham ini bnyk kali faktornya tmbh jerwat bisa juga krn salah milih produk dn gk tau jenis kulitnya kek mana","iyepling yg mmbuat wajah dia jerawatn krna faktor stersspkerjaan bnyk klo faktor2 lain kyknya dia bisa hindari 
bgi orng2  yg gk paham ini bnyk kali faktornya tmbh jerwat bisa juga krn salah milih produk dn gk tau jenis kulitnya kek mana",netral,TikTok,2026-03-23 16:51:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,TikTok,2026-04-05 13:31:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,X (Twitter),2026-03-27 10:18:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,TikTok,2026-03-30 16:47:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,TikTok,2026-04-13 15:49:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-03-30 15:13:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-03-25 02:24:03
"nggak bisa disalahin juga kalau temen gua doyan main diPULAU777, karena dia toppcerrr",nggak bisa disalahin juga kalau temen gua doyan main dipulau777 karena dia toppcerrr,netral,TikTok,2026-03-30 22:35:03
"Pernah denger brand ini tp blom bgitu terkenal ya, ntar lagi pasti boom kyk hanasui waktu itu 😂",pernah denger brand ini tp blom bgitu terkenal ya ntar lagi pasti boom kyk hanasui waktu itu ,netral,Instagram,2026-04-10 08:36:03
